transaction_id,wallet_id,amount,timestamp,country,merchant,wallet_age_days,previous_transactions
TX121,WALLET003,245,2026-09-09 20:46:32.273241,USA,Coinbase,349,264
TX122,WALLET005,2615,2026-06-30 20:46:32.273246,Germany,Binance,114,402
TX123,WALLET001,1561,2026-05-23 20:46:32.273251,Russia,Kraken,596,306
TX124,WALLET005,4610,2026-03-02 20:46:32.273256,Pakistan,Coinbase,926,104
TX125,WALLET004,1046,2026-09-02 20:46:32.273261,USA,Coinbase,994,399
TX126,WALLET004,1030,2026-02-22 20:46:32.273266,Russia,Coinbase,339,184
TX127,WALLET002,4571,2025-10-30 20:46:32.273279,USA,Coinbase,720,183
TX128,WALLET002,2283,2026-09-13 20:46:32.273285,UK,Kraken,209,456
TX129,WALLET005,2697,2026-05-14 20:46:32.273291,Russia,Binance,373,285
TX130,WALLET004,3911,2026-07-17 20:46:32.273296,USA,Binance,205,300
TX131,WALLET002,3452,2025-12-28 20:46:32.273301,USA,Binance,15,456
TX132,WALLET003,2624,2026-02-13 20:46:32.273306,Russia,Binance,721,14
TX133,WALLET003,3873,2025-11-06 20:46:32.273311,Russia,Coinbase,354,318
TX134,WALLET002,2828,2026-02-16 20:46:32.273316,USA,Binance,229,439
TX135,WALLET003,3116,2026-04-18 20:46:32.273321,Russia,Coinbase,143,282
TX136,WALLET004,45,2026-09-02 20:46:32.273326,Russia,Binance,120,282
TX137,WALLET001,224,2026-06-29 20:46:32.273332,USA,Coinbase,545,188
TX138,WALLET005,2925,2026-06-29 20:46:32.273336,UK,Kraken,787,16
TX139,WALLET001,1645,2026-01-25 20:46:32.273341,Pakistan,Kraken,261,436
TX140,WALLET005,2660,2025-12-21 20:46:32.273346,USA,Kraken,999,32
TX141,WALLET001,4762,2026-01-24 20:46:32.273351,Pakistan,Coinbase,101,187
TX142,WALLET002,1810,2026-05-09 20:46:32.273356,Pakistan,Binance,873,130
TX143,WALLET004,450,2025-12-06 20:46:32.273361,Germany,Kraken,653,452
TX144,WALLET004,3764,2026-02-16 20:46:32.273367,UK,Kraken,954,43
TX145,WALLET005,3260,2026-01-06 20:46:32.273401,Germany,Coinbase,566,389
TX146,WALLET005,1216,2026-07-13 20:46:32.273407,USA,Kraken,198,246
TX147,WALLET004,4071,2026-05-26 20:46:32.273421,UK,Binance,126,274
TX148,WALLET003,1438,2026-03-10 20:46:32.273427,Germany,Coinbase,289,342
TX149,WALLET003,1693,2025-11-10 20:46:32.273433,Germany,Binance,382,74
TX150,WALLET005,3281,2025-12-14 20:46:32.273438,Russia,Coinbase,686,244
TX151,WALLET005,3023,2026-02-11 20:46:32.273444,Russia,Coinbase,256,148
TX152,WALLET001,2254,2026-03-11 20:46:32.273450,Pakistan,Kraken,554,185
TX153,WALLET002,3800,2026-01-28 20:46:32.273454,USA,Kraken,985,115
TX154,WALLET003,3041,2026-01-31 20:46:32.273459,USA,Kraken,171,130
TX155,WALLET004,3900,2026-05-02 20:46:32.273465,Russia,Coinbase,463,134
TX156,WALLET004,3608,2025-11-04 20:46:32.273470,UK,Binance,751,194
TX157,WALLET001,1034,2025-10-23 20:46:32.273475,Russia,Binance,70,330
TX158,WALLET004,1613,2025-10-10 20:46:32.273480,Germany,Binance,781,392
TX159,WALLET001,3581,2025-10-15 20:46:32.273486,USA,Binance,544,92
TX160,WALLET001,1722,2026-08-15 20:46:32.273509,UK,Kraken,390,10
TX161,WALLET001,2026,2026-02-05 20:46:32.273514,Pakistan,Binance,853,77
TX162,WALLET001,4849,2025-12-31 20:46:32.273519,UK,Binance,614,340
TX163,WALLET005,3008,2026-01-03 20:46:32.273525,UK,Kraken,756,57
TX164,WALLET005,558,2026-06-16 20:46:32.273530,USA,Coinbase,624,181
TX165,WALLET005,137339,2026-06-25 20:46:32.273536,Pakistan,Kraken,856,498
TX166,WALLET004,2376,2026-07-05 20:46:32.273565,UK,Coinbase,366,113
TX167,WALLET004,3603,2026-06-15 20:46:32.273571,Russia,Coinbase,429,320
TX168,WALLET003,1839,2026-03-29 20:46:32.273576,Pakistan,Coinbase,771,264
TX169,WALLET001,227,2026-06-17 20:46:32.273581,USA,Binance,418,18
TX170,WALLET003,4017,2025-12-17 20:46:32.273586,UK,Binance,633,62
TX171,WALLET002,1006,2026-08-24 20:46:32.273591,Russia,Coinbase,642,43
TX172,WALLET004,2596,2026-05-03 20:46:32.273596,Russia,Binance,32,231
TX173,WALLET003,3520,2026-01-20 20:46:32.273603,Pakistan,Kraken,685,461
TX174,WALLET005,4011,2026-06-25 20:46:32.273608,USA,Kraken,257,340
TX175,WALLET005,4514,2026-07-19 20:46:32.273613,Russia,Coinbase,531,432
TX176,WALLET005,3320,2025-11-19 20:46:32.273618,USA,Kraken,407,401
TX177,WALLET003,4917,2026-09-05 20:46:32.273622,Pakistan,Kraken,524,322
TX178,WALLET001,3016,2025-11-29 20:46:32.273628,Pakistan,Binance,526,301
TX179,WALLET002,274,2025-10-26 20:46:32.273632,USA,Coinbase,12,133
TX180,WALLET005,403,2026-09-09 20:46:32.273647,Pakistan,Coinbase,881,2
TX181,WALLET004,386,2025-12-26 20:46:32.273652,Pakistan,Binance,595,53
TX182,WALLET005,78480,2026-07-02 20:46:32.273658,Germany,Coinbase,454,313
TX183,WALLET003,164999,2026-07-13 20:46:32.273663,USA,Coinbase,163,401
TX184,WALLET004,3948,2026-02-03 20:46:32.273668,USA,Binance,120,323
TX185,WALLET001,2441,2026-06-28 20:46:32.273673,Pakistan,Binance,789,304
TX186,WALLET001,57767,2026-03-07 20:46:32.273687,Pakistan,Binance,468,7
TX187,WALLET001,4714,2025-12-24 20:46:32.273701,USA,Binance,266,186
TX188,WALLET002,1955,2026-03-04 20:46:32.273706,Pakistan,Coinbase,399,364
TX189,WALLET001,4543,2025-10-10 20:46:32.273711,Germany,Coinbase,768,167
TX190,WALLET002,3533,2026-05-20 20:46:32.273716,USA,Kraken,277,260
TX191,WALLET003,4932,2026-07-21 20:46:32.273721,Germany,Binance,304,459
TX192,WALLET003,4100,2026-05-12 20:46:32.273727,Pakistan,Binance,82,232
TX193,WALLET001,769,2026-07-13 20:46:32.273731,USA,Binance,174,356
TX194,WALLET002,2837,2026-01-10 20:46:32.273736,USA,Kraken,863,418
TX195,WALLET005,2485,2026-03-20 20:46:32.273741,Russia,Binance,742,437
TX196,WALLET002,1679,2026-08-07 20:46:32.273746,Russia,Coinbase,578,283
TX197,WALLET005,2622,2025-11-09 20:46:32.273751,Germany,Coinbase,18,202
TX198,WALLET001,52428,2026-08-10 20:46:32.273757,UK,Binance,276,434
TX199,WALLET001,4105,2025-11-03 20:46:32.273762,Russia,Coinbase,928,196
TX200,WALLET003,158,2026-04-13 20:46:32.273767,UK,Coinbase,72,33
TX201,WALLET004,1599,2025-09-28 20:46:32.273782,Pakistan,Coinbase,828,146
TX202,WALLET004,4891,2026-01-19 20:46:32.273787,USA,Binance,724,388
TX203,WALLET002,508,2025-10-03 20:46:32.273792,Pakistan,Binance,88,326
TX204,WALLET001,4991,2026-05-11 20:46:32.273798,UK,Kraken,214,495
TX205,WALLET005,4263,2026-01-11 20:46:32.273811,UK,Coinbase,343,98
TX206,WALLET003,4292,2026-07-07 20:46:32.273817,USA,Coinbase,347,282
TX207,WALLET004,2952,2026-04-20 20:46:32.273822,Pakistan,Kraken,654,259
TX208,WALLET002,4640,2026-04-08 20:46:32.273827,USA,Coinbase,167,66
TX209,WALLET002,322,2026-03-31 20:46:32.273832,Pakistan,Kraken,488,426
TX210,WALLET003,4377,2026-05-16 20:46:32.273837,USA,Coinbase,252,351
TX211,WALLET003,1958,2026-02-05 20:46:32.273843,USA,Binance,457,482
TX212,WALLET004,2184,2026-04-28 20:46:32.273848,Pakistan,Binance,86,96
TX213,WALLET002,524,2026-03-19 20:46:32.273853,Germany,Binance,478,236
TX214,WALLET001,661,2026-06-07 20:46:32.273857,USA,Coinbase,208,228
TX215,WALLET003,4019,2026-01-06 20:46:32.273862,Pakistan,Binance,439,452
TX216,WALLET001,4672,2026-07-14 20:46:32.273868,Pakistan,Binance,587,120
TX217,WALLET001,3313,2026-05-12 20:46:32.273873,Germany,Coinbase,945,226
TX218,WALLET005,2212,2026-04-20 20:46:32.273878,Pakistan,Kraken,842,237
TX219,WALLET002,3631,2026-06-23 20:46:32.273882,Russia,Binance,80,491
TX220,WALLET002,2960,2026-02-09 20:46:32.273887,Pakistan,Kraken,817,116
TX221,WALLET005,1780,2025-11-22 20:46:32.273892,USA,Coinbase,532,497
TX222,WALLET004,915,2026-02-08 20:46:32.273897,Germany,Coinbase,547,111
TX223,WALLET001,3713,2026-03-08 20:46:32.273902,Pakistan,Binance,621,159
TX224,WALLET004,3441,2026-01-04 20:46:32.273907,USA,Coinbase,11,272
TX225,WALLET005,2710,2026-04-10 20:46:32.273920,Russia,Coinbase,238,315
TX226,WALLET001,3806,2025-12-21 20:46:32.273926,Germany,Kraken,258,400
TX227,WALLET002,382,2026-05-16 20:46:32.273931,Pakistan,Binance,110,431
TX228,WALLET003,1144,2025-12-17 20:46:32.273936,UK,Kraken,963,440
TX229,WALLET005,4586,2026-03-06 20:46:32.273941,USA,Coinbase,148,235
TX230,WALLET002,4104,2025-09-28 20:46:32.273955,Germany,Kraken,702,417
TX231,WALLET003,1543,2026-05-17 20:46:32.273960,Pakistan,Coinbase,507,147
TX232,WALLET005,964,2026-08-06 20:46:32.273965,USA,Coinbase,222,311
TX233,WALLET002,2942,2026-01-13 20:46:32.273971,Pakistan,Binance,970,314
TX234,WALLET001,1624,2026-08-20 20:46:32.273976,Pakistan,Coinbase,920,382
TX235,WALLET005,1688,2025-11-03 20:46:32.273981,Germany,Kraken,851,340
TX236,WALLET004,4690,2026-05-03 20:46:32.273986,Pakistan,Kraken,209,91
TX237,WALLET004,2611,2025-12-05 20:46:32.273992,Germany,Kraken,69,15
TX238,WALLET004,2110,2026-07-06 20:46:32.273997,Germany,Kraken,993,390
TX239,WALLET005,1339,2026-03-10 20:46:32.274002,Germany,Coinbase,594,408
TX240,WALLET003,85811,2026-03-06 20:46:32.274008,Pakistan,Coinbase,902,24
TX241,WALLET001,4024,2026-07-19 20:46:32.274012,Russia,Kraken,89,271
TX242,WALLET004,3094,2026-08-02 20:46:32.274017,Russia,Binance,537,378
TX243,WALLET003,1215,2026-05-28 20:46:32.274022,Pakistan,Kraken,920,207
TX244,WALLET002,2023,2026-04-25 20:46:32.274044,Russia,Kraken,886,180
TX245,WALLET002,3266,2025-10-12 20:46:32.274049,Pakistan,Kraken,893,258
TX246,WALLET004,4551,2026-03-21 20:46:32.274054,Germany,Coinbase,862,285
TX247,WALLET001,3637,2026-04-09 20:46:32.274060,UK,Binance,385,59
TX248,WALLET002,3256,2026-06-03 20:46:32.274065,Russia,Binance,744,261
TX249,WALLET002,4145,2026-05-28 20:46:32.274070,UK,Kraken,752,254
TX250,WALLET002,930,2026-01-10 20:46:32.274075,UK,Kraken,650,442
TX251,WALLET003,1369,2026-07-18 20:46:32.274080,UK,Binance,237,276
TX252,WALLET002,831,2026-06-05 20:46:32.274085,Pakistan,Kraken,668,492
TX253,WALLET004,182,2026-06-30 20:46:32.274090,Germany,Coinbase,979,156
TX254,WALLET003,2909,2025-10-02 20:46:32.274095,Germany,Binance,51,195
TX255,WALLET001,2063,2025-12-05 20:46:32.274100,USA,Binance,743,179
TX256,WALLET004,3316,2025-11-22 20:46:32.274105,Pakistan,Coinbase,108,150
TX257,WALLET003,2591,2025-12-09 20:46:32.274110,Pakistan,Kraken,637,231
TX258,WALLET004,1591,2026-03-25 20:46:32.274115,UK,Binance,511,489
TX259,WALLET005,1254,2026-02-24 20:46:32.274127,Russia,Kraken,262,305
TX260,WALLET004,411,2026-04-13 20:46:32.274135,Germany,Coinbase,699,311
TX261,WALLET004,3371,2026-07-23 20:46:32.274140,USA,Binance,221,334
TX262,WALLET001,61890,2025-11-13 20:46:32.274146,Pakistan,Binance,145,343
TX263,WALLET003,4722,2026-01-31 20:46:32.274152,USA,Binance,492,147
TX264,WALLET004,2694,2026-07-11 20:46:32.274165,Russia,Binance,892,51
TX265,WALLET005,120,2026-02-16 20:46:32.274171,USA,Coinbase,385,283
TX266,WALLET001,199491,2026-07-03 20:46:32.274177,Pakistan,Kraken,785,263
TX267,WALLET005,1249,2026-03-24 20:46:32.274182,Russia,Binance,860,125
TX268,WALLET005,2754,2026-09-03 20:46:32.274187,Russia,Kraken,151,343
TX269,WALLET003,2678,2025-11-05 20:46:32.274193,UK,Coinbase,690,431
TX270,WALLET001,803,2025-11-12 20:46:32.274198,USA,Binance,158,309
TX271,WALLET001,2788,2026-04-13 20:46:32.274203,Pakistan,Coinbase,891,385
TX272,WALLET001,1152,2026-02-20 20:46:32.274217,Germany,Kraken,138,311
TX273,WALLET002,1843,2026-09-15 20:46:32.274222,Pakistan,Kraken,882,14
TX274,WALLET003,658,2026-05-08 20:46:32.274227,Russia,Binance,112,405
TX275,WALLET005,380,2026-01-23 20:46:32.274233,USA,Coinbase,65,30
TX276,WALLET001,67994,2025-12-15 20:46:32.274238,UK,Binance,525,248
TX277,WALLET004,4761,2026-04-08 20:46:32.274243,USA,Binance,508,281
TX278,WALLET004,1279,2025-12-27 20:46:32.274248,Russia,Binance,209,70
TX279,WALLET005,407,2025-10-29 20:46:32.274253,Germany,Coinbase,892,362
TX280,WALLET002,1358,2025-11-11 20:46:32.274258,Russia,Coinbase,504,191
TX281,WALLET003,3378,2026-05-29 20:46:32.274263,UK,Binance,363,190
TX282,WALLET003,1918,2026-07-03 20:46:32.274268,USA,Coinbase,146,476
TX283,WALLET002,4358,2025-11-27 20:46:32.274281,UK,Coinbase,454,81
TX284,WALLET002,4164,2026-01-27 20:46:32.274287,Russia,Kraken,584,7
TX285,WALLET004,4712,2026-03-02 20:46:32.274291,Germany,Coinbase,21,321
TX286,WALLET005,1687,2026-09-01 20:46:32.274297,Russia,Binance,613,343
TX287,WALLET004,115,2026-08-05 20:46:32.274302,Russia,Kraken,235,336
TX288,WALLET001,3684,2026-08-24 20:46:32.274307,Russia,Coinbase,527,51
TX289,WALLET005,3499,2026-01-30 20:46:32.274312,Germany,Binance,289,357
TX290,WALLET003,3021,2026-07-23 20:46:32.274317,Pakistan,Binance,964,439
TX291,WALLET002,616,2025-12-15 20:46:32.274322,USA,Binance,640,331
TX292,WALLET004,1367,2026-05-15 20:46:32.274327,UK,Binance,215,367
TX293,WALLET004,2006,2026-02-02 20:46:32.274332,UK,Coinbase,758,330
TX294,WALLET003,4613,2025-09-29 20:46:32.274337,Russia,Binance,814,111
TX295,WALLET004,3888,2026-06-24 20:46:32.274343,Pakistan,Binance,849,220
TX296,WALLET003,2221,2025-12-08 20:46:32.274347,UK,Coinbase,890,269
TX297,WALLET004,3226,2026-06-04 20:46:32.274352,USA,Binance,199,261
TX298,WALLET005,140949,2026-07-18 20:46:32.274358,Germany,Coinbase,954,74
TX299,WALLET003,50169,2025-10-04 20:46:32.274363,UK,Coinbase,998,46
TX300,WALLET003,1681,2026-05-20 20:46:32.274369,UK,Coinbase,517,315
TX301,WALLET003,1805,2025-12-06 20:46:32.274374,UK,Kraken,491,242
TX302,WALLET001,4828,2026-01-19 20:46:32.274379,Pakistan,Coinbase,232,483
TX303,WALLET003,4998,2026-04-17 20:46:32.274391,Pakistan,Kraken,304,161
TX304,WALLET004,4148,2026-05-23 20:46:32.274398,USA,Kraken,819,153
TX305,WALLET003,3801,2025-09-27 20:46:32.274403,Pakistan,Kraken,573,49
TX306,WALLET004,4290,2026-05-15 20:46:32.274408,Russia,Coinbase,163,387
TX307,WALLET001,3624,2025-10-22 20:46:32.274413,USA,Coinbase,671,56
TX308,WALLET004,4657,2025-10-16 20:46:32.274426,Germany,Binance,803,124
TX309,WALLET005,1675,2026-06-10 20:46:32.274433,Germany,Coinbase,963,99
TX310,WALLET004,4758,2026-02-07 20:46:32.274438,USA,Coinbase,20,463
TX311,WALLET002,2992,2025-11-04 20:46:32.274442,Germany,Coinbase,836,397
TX312,WALLET001,1693,2026-01-12 20:46:32.274448,Germany,Binance,186,195
TX313,WALLET005,3214,2026-08-01 20:46:32.274453,USA,Binance,370,242
TX314,WALLET005,1937,2026-01-21 20:46:32.274458,USA,Binance,367,38
TX315,WALLET005,157000,2026-01-29 20:46:32.274473,UK,Kraken,165,311
TX316,WALLET002,78,2025-09-23 20:46:32.274479,Russia,Kraken,630,247
TX317,WALLET004,188035,2026-02-18 20:46:32.274485,Russia,Binance,335,186
TX318,WALLET002,2770,2026-03-09 20:46:32.274517,Russia,Kraken,307,173
TX319,WALLET002,1278,2026-04-03 20:46:32.274523,USA,Coinbase,705,31
TX320,WALLET002,4028,2025-10-13 20:46:32.274560,Germany,Kraken,738,237
TX321,WALLET005,2745,2026-07-18 20:46:32.274567,Russia,Coinbase,465,438
TX322,WALLET002,4349,2026-06-14 20:46:32.274580,Germany,Kraken,509,343
TX323,WALLET003,590,2026-06-27 20:46:32.274586,USA,Binance,804,455
TX324,WALLET001,3678,2025-10-26 20:46:32.274591,USA,Coinbase,104,272
TX325,WALLET001,3542,2026-04-18 20:46:32.274596,Russia,Binance,519,167
TX326,WALLET001,1927,2026-04-22 20:46:32.274601,Pakistan,Kraken,148,209
TX327,WALLET005,4024,2026-06-02 20:46:32.274606,UK,Binance,38,187
TX328,WALLET003,135310,2025-12-13 20:46:32.274612,Germany,Kraken,656,346
TX329,WALLET002,51,2025-10-11 20:46:32.274617,UK,Kraken,163,334
TX330,WALLET003,73,2026-06-16 20:46:32.274622,UK,Coinbase,478,358
TX331,WALLET004,3969,2026-03-28 20:46:32.274627,Pakistan,Kraken,887,452
